Emp-ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome (km),Education Level ,Gender,JobInvolvement,JobInvolvement  Level,JobPosition,JobPosition Level,JobRole,JobSatisfaction,JobSatisfaction Level, MonthlyIncome ,OverTime,PerformanceRating,PerformanceRating Level,TrainingTimesLastYear,TraningLevel,WorkLifeBalance,WorkLifeBalance Level,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Date Of Joining,Exit Date,,,,,,,,,,,,,,,,,,,,,,,
Emp-1262,38,No,Travel Rarely,Research & Development,18,Phd holder,Male,1,Low,2,Junior Level,Healthcare Representative,4,Very High," ₹ 58,110 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,1,0,1,11-12-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1263,43,Yes,Travel Frequently,Research & Development,17,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 24,370 ",Yes,2,Needs Improvement,4,Advanced Training,3,Good,1,0,0,05-02-2023,18-09-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-1264,42,No,Travel Rarely,Research & Development,12,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 27,660 ",No,4,Exceeds Expectation,6,Advanced Training,2,Poor,5,3,0,08-01-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1265,55,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,5,Leadership,Research Director,1,Low," ₹ 1,90,380 ",No,2,Needs Improvement,2,Regular Training,3,Good,1,0,0,12-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1266,33,No,Non Travel,Research & Development,4,Post Graduate,Male,3,High,2,Junior Level,Research Scientist,2,Moderate," ₹ 30,550 ",No,3,Meets Expectation,2,Regular Training,2,Poor,9,8,1,09-06-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1267,41,No,Travel Rarely,Research & Development,9,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 22,890 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,3,0,11-10-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1268,34,No,Non Travel,Sales,10,Phd holder,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 40,010 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,15,14,0,05-01-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1269,53,No,Non Travel,Research & Development,1,Post Graduate,Female,2,Moderate,4,Senior Level,Manufacturing Director,3,High," ₹ 1,29,650 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,3,2,0,01-10-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1270,43,No,Travel Rarely,Human Resources,2,Post Graduate,Male,3,High,1,Entry Level,Human Resources,4,Very High," ₹ 35,390 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,9,7,1,06-11-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1271,34,No,Travel Rarely,Sales,3,Post Graduate,Female,1,Low,2,Junior Level,Sales Executive,4,Very High," ₹ 60,290 ",No,1,Unacceptable/PIP,3,Regular Training,3,Good,2,2,2,10-04-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1272,21,Yes,Travel Rarely,Sales,7,Graduate,Male,3,High,1,Entry Level,Sales Representative,2,Moderate," ₹ 26,790 ",No,3,Meets Expectation,3,Regular Training,3,Good,1,0,1,12-12-2023,13-06-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1273,38,No,Travel Rarely,Research & Development,6,Phd holder,Female,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 37,020 ",No,2,Needs Improvement,3,Regular Training,3,Good,5,4,0,13-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1274,22,Yes,Travel Rarely,Research & Development,8,Graduate,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 23,980 ",Yes,3,Meets Expectation,6,Advanced Training,3,Good,1,0,0,21-02-2023,01-09-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-1275,31,No,Travel Rarely,Sales,29,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 54,680 ",No,3,Meets Expectation,3,Regular Training,3,Good,12,7,5,21-09-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1276,51,No,Travel Rarely,Research & Development,3,Post Graduate,Female,3,High,3,Mid Level,Manager,3,High," ₹ 1,31,160 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,2,2,15-02-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1277,37,No,Travel Rarely,Sales,9,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 41,890 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,2,0,04-08-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1278,46,No,Travel Rarely,Research & Development,2,Phd holder,Male,3,High,5,Leadership,Research Director,4,Very High," ₹ 1,93,280 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,2,1,2,15-10-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1279,36,No,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,3,Mid Level,Healthcare Representative,1,Low," ₹ 83,210 ",Yes,3,Meets Expectation,1,Basic Training,3,Good,12,8,5,18-05-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1280,44,Yes,Travel Frequently,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 23,420 ",Yes,4,Exceeds Expectation,2,Regular Training,2,Poor,5,3,2,12-04-2019,19-06-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-1281,37,No,Travel Rarely,Human Resources,8,Post Graduate,Male,3,High,2,Junior Level,Human Resources,2,Moderate," ₹ 40,710 ",No,4,Exceeds Expectation,4,Advanced Training,2,Poor,10,0,4,25-05-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1282,35,Yes,Travel Rarely,Sales,27,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 58,130 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,10,7,7,20-03-2014,01-03-2015,,,,,,,,,,,,,,,,,,,,,,,
Emp-1283,33,No,Travel Rarely,Research & Development,8,Post Graduate,Male,4,Very High,1,Entry Level,Research Scientist,1,Low," ₹ 31,430 ",No,2,Needs Improvement,1,Basic Training,3,Good,10,8,7,05-12-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1284,28,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 20,440 ",No,4,Exceeds Expectation,6,Advanced Training,4,Better,5,3,0,14-03-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1285,39,No,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,3,Mid Level,Research Director,3,High," ₹ 1,34,640 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,4,3,2,17-05-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1286,46,No,Non Travel,Sales,26,Phd holder,Male,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 79,910 ",No,2,Needs Improvement,3,Regular Training,3,Good,2,2,2,10-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1287,40,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 33,770 ",No,4,Exceeds Expectation,5,Advanced Training,2,Poor,4,3,0,09-02-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1288,42,No,Travel Rarely,Research & Development,13,Post Graduate,Male,4,Very High,2,Junior Level,Healthcare Representative,1,Low," ₹ 55,380 ",No,5,Pure Talent,2,Regular Training,2,Poor,0,0,0,12-03-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1289,35,No,Non Travel,Research & Development,2,Phd holder,Male,3,High,2,Junior Level,Manufacturing Director,4,Very High," ₹ 57,620 ",No,3,Meets Expectation,6,Advanced Training,3,Good,7,7,1,01-04-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1290,38,No,Non Travel,Human Resources,2,Post Graduate,Male,3,High,1,Entry Level,Human Resources,2,Moderate," ₹ 25,920 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,11,10,3,14-05-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1291,34,Yes,Travel Frequently,Research & Development,9,Phd holder,Male,3,High,2,Junior Level,Laboratory Technician,1,Low," ₹ 53,460 ",No,3,Meets Expectation,3,Regular Training,2,Poor,7,1,0,10-10-2017,23-01-2020,,,,,,,,,,,,,,,,,,,,,,,
Emp-1292,37,Yes,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,1,Low," ₹ 42,130 ",No,4,Exceeds Expectation,4,Advanced Training,1,Very Poor,10,3,0,14-08-2014,05-04-2016,,,,,,,,,,,,,,,,,,,,,,,
Emp-1293,39,No,Travel Frequently,Sales,20,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 41,270 ",No,3,Meets Expectation,6,Advanced Training,3,Good,2,1,2,18-10-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1294,43,No,Non Travel,Research & Development,9,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 24,380 ",No,4,Exceeds Expectation,2,Regular Training,2,Poor,3,2,1,18-03-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1295,41,No,Travel Rarely,Research & Development,5,Post Graduate,Male,4,Very High,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 68,700 ",No,4,Exceeds Expectation,3,Regular Training,1,Very Poor,3,2,1,08-11-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1296,41,No,Travel Rarely,Sales,4,Phd holder,Female,3,High,3,Mid Level,Sales Executive,3,High," ₹ 1,04,470 ",Yes,3,Meets Expectation,3,Regular Training,4,Better,22,14,13,06-09-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1297,30,No,Travel Rarely,Research & Development,10,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,3,High," ₹ 96,670 ",No,3,Meets Expectation,3,Regular Training,3,Good,7,7,0,19-11-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1298,26,Yes,Travel Rarely,Human Resources,20,Phd holder,Female,3,High,1,Entry Level,Human Resources,2,Moderate," ₹ 21,480 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,1,1,10-11-2019,21-05-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1299,46,Yes,Travel Rarely,Research & Development,21,Phd holder,Female,3,High,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 89,260 ",No,4,Exceeds Expectation,2,Regular Training,4,Better,9,7,3,18-02-2015,26-08-2018,,,,,,,,,,,,,,,,,,,,,,,
Emp-1300,40,No,Travel Rarely,Research & Development,1,Post Graduate,Female,3,High,2,Junior Level,Healthcare Representative,4,Very High," ₹ 65,130 ",No,3,Meets Expectation,3,Regular Training,3,Good,5,3,0,13-09-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1301,34,No,Travel Rarely,Sales,8,Post Graduate,Male,4,Very High,2,Junior Level,Sales Executive,3,High," ₹ 67,990 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,10,8,4,15-01-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1302,58,No,Non Travel,Sales,2,Post Graduate,Male,3,High,4,Senior Level,Manager,2,Moderate," ₹ 1,62,910 ",No,2,Needs Improvement,0,Basic Training,2,Poor,16,9,14,22-08-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1303,35,No,Travel Rarely,Research & Development,23,Post Graduate,Male,1,Low,1,Entry Level,Laboratory Technician,3,High," ₹ 27,050 ",No,2,Needs Improvement,2,Regular Training,4,Better,5,4,0,03-11-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1304,47,No,Travel Rarely,Research & Development,4,Post Graduate,Female,2,Moderate,3,Mid Level,Manufacturing Director,2,Moderate," ₹ 1,03,330 ",Yes,2,Needs Improvement,4,Advanced Training,3,Good,22,11,14,13-05-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1305,40,No,Travel Rarely,Research & Development,12,Post Graduate,Female,3,High,2,Junior Level,Healthcare Representative,1,Low," ₹ 44,480 ",No,2,Needs Improvement,3,Regular Training,3,Good,7,4,7,11-10-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1306,54,No,Travel Rarely,Research & Development,7,Phd holder,Female,3,High,2,Junior Level,Research Scientist,4,Very High," ₹ 68,540 ",No,3,Meets Expectation,2,Regular Training,2,Poor,7,1,1,20-10-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1307,31,No,Travel Frequently,Sales,7,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,1,Low," ₹ 96,370 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,2,03-09-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1308,28,No,Travel Rarely,Research & Development,1,Phd holder,Female,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 35,910 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,1,07-12-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1309,38,No,Travel Rarely,Sales,2,Post Graduate,Female,1,Low,2,Junior Level,Sales Representative,4,Very High," ₹ 54,050 ",Yes,1,Unacceptable/PIP,4,Advanced Training,2,Poor,4,2,0,03-10-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1310,26,No,Travel Rarely,Sales,10,Phd holder,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 46,840 ",No,3,Meets Expectation,4,Advanced Training,3,Good,5,3,1,19-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1311,58,No,Travel Frequently,Research & Development,15,Post Graduate,Male,3,High,4,Senior Level,Research Director,3,High," ₹ 1,57,870 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,2,2,2,13-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1312,18,No,Non Travel,Research & Development,14,Under Graduate,Female,3,High,1,Entry Level,Research Scientist,3,High," ₹ 15,140 ",No,4,Exceeds Expectation,4,Advanced Training,1,Very Poor,0,0,0,23-01-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1313,31,Yes,Travel Rarely,Human Resources,18,Post Graduate,Male,4,Very High,1,Entry Level,Human Resources,1,Low," ₹ 29,560 ",No,5,Pure Talent,4,Advanced Training,3,Good,1,0,0,10-03-2023,13-02-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1314,29,Yes,Travel Rarely,Human Resources,13,Phd holder,Male,2,Moderate,1,Entry Level,Human Resources,1,Low," ₹ 23,350 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,11-01-2022,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-1315,45,No,Non Travel,Sales,2,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 51,540 ",No,3,Meets Expectation,3,Regular Training,4,Better,8,7,5,25-11-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1316,36,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,2,Moderate," ₹ 69,620 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,1,0,0,19-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1317,43,No,Travel Frequently,Sales,2,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 56,750 ",No,2,Needs Improvement,5,Advanced Training,3,Good,7,7,7,13-02-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1318,27,No,Travel Frequently,Research & Development,5,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 23,790 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,5,4,0,13-12-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1319,29,No,Travel Frequently,Research & Development,20,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 38,120 ",No,4,Exceeds Expectation,3,Regular Training,4,Better,11,8,3,08-05-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1320,32,No,Travel Frequently,Sales,10,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 46,480 ",No,3,Meets Expectation,2,Regular Training,4,Better,0,0,0,11-07-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1321,42,No,Non Travel,Research & Development,10,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 29,360 ",No,4,Exceeds Expectation,1,Basic Training,2,Poor,6,3,3,02-10-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1322,47,No,Travel Rarely,Research & Development,9,Phd holder,Female,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 21,050 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,2,2,12-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1323,46,No,Travel Rarely,Research & Development,2,Post Graduate,Male,3,High,3,Mid Level,Manufacturing Director,4,Very High," ₹ 85,780 ",No,3,Meets Expectation,4,Advanced Training,2,Poor,9,8,4,17-10-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1324,28,No,Non Travel,Human Resources,1,Post Graduate,Male,3,High,1,Entry Level,Human Resources,4,Very High," ₹ 27,060 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,3,2,2,20-08-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1325,29,No,Travel Rarely,Research & Development,29,Post Graduate,Male,1,Low,2,Junior Level,Healthcare Representative,3,High," ₹ 63,840 ",No,1,Unacceptable/PIP,3,Regular Training,3,Good,7,0,1,22-06-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1326,42,No,Travel Rarely,Research & Development,8,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 39,680 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,0,0,0,12-07-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1327,32,Yes,Travel Rarely,Sales,2,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 99,070 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,2,2,2,22-01-2022,15-02-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-1328,46,No,Travel Rarely,Sales,3,Post Graduate,Female,4,Very High,4,Senior Level,Sales Executive,1,Low," ₹ 1,32,250 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,19,17,2,17-09-2005,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1329,27,No,Travel Rarely,Sales,23,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Representative,3,High," ₹ 35,400 ",No,3,Meets Expectation,5,Advanced Training,3,Good,9,8,5,20-12-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1330,29,No,Travel Rarely,Human Resources,6,Phd holder,Male,2,Moderate,1,Entry Level,Human Resources,2,Moderate," ₹ 28,040 ",No,3,Meets Expectation,3,Regular Training,3,Good,1,0,0,22-08-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1331,43,No,Travel Rarely,Research & Development,6,Post Graduate,Female,2,Moderate,5,Leadership,Manager,3,High," ₹ 1,93,920 ",No,2,Needs Improvement,2,Regular Training,3,Good,16,12,6,01-10-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1332,48,No,Travel Rarely,Research & Development,10,Post Graduate,Male,2,Moderate,5,Leadership,Research Director,2,Moderate," ₹ 1,96,650 ",No,2,Needs Improvement,3,Regular Training,3,Good,22,10,12,14-07-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1333,29,Yes,Travel Frequently,Research & Development,24,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,4,Very High," ₹ 24,390 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,1,0,1,14-05-2023,07-04-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1334,46,Yes,Travel Rarely,Sales,10,Phd holder,Female,3,High,3,Mid Level,Sales Executive,2,Moderate," ₹ 73,140 ",No,3,Meets Expectation,2,Regular Training,3,Good,8,7,0,03-07-2016,27-09-2018,,,,,,,,,,,,,,,,,,,,,,,
Emp-1335,27,No,Travel Frequently,Research & Development,15,Phd holder,Female,2,Moderate,1,Entry Level,Research Scientist,1,Low," ₹ 47,740 ",No,3,Meets Expectation,2,Regular Training,2,Poor,7,6,7,13-07-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1336,39,No,Travel Rarely,Research & Development,19,Post Graduate,Male,3,High,2,Junior Level,Research Scientist,4,Very High," ₹ 39,020 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,2,2,22-03-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1337,55,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,4,Very High," ₹ 26,620 ",No,3,Meets Expectation,2,Regular Training,4,Better,5,2,0,11-03-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1338,28,No,Travel Rarely,Sales,3,Post Graduate,Female,3,High,1,Entry Level,Sales Representative,2,Moderate," ₹ 28,560 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,1,0,0,09-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1339,30,Yes,Travel Rarely,Sales,9,Post Graduate,Male,3,High,1,Entry Level,Sales Representative,4,Very High," ₹ 10,810 ",No,4,Exceeds Expectation,3,Regular Training,2,Poor,1,0,0,01-12-2023,29-11-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1340,22,Yes,Travel Rarely,Research & Development,7,Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 24,720 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,1,0,0,25-11-2023,21-09-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1341,36,No,Travel Rarely,Sales,10,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 56,730 ",Yes,3,Meets Expectation,4,Advanced Training,3,Good,10,9,1,21-06-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1342,31,No,Travel Rarely,Research & Development,20,Phd holder,Male,3,High,2,Junior Level,Laboratory Technician,3,High," ₹ 41,970 ",No,3,Meets Expectation,2,Regular Training,3,Good,10,8,0,07-10-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1343,34,No,Travel Rarely,Sales,4,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 97,130 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,3,1,08-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1344,29,No,Travel Rarely,Research & Development,7,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 20,620 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,3,2,1,18-12-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1345,37,No,Travel Rarely,Research & Development,7,Phd holder,Male,3,High,2,Junior Level,Research Scientist,1,Low," ₹ 42,840 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,5,3,0,11-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1346,35,No,Travel Rarely,Research & Development,16,Post Graduate,Female,2,Moderate,2,Junior Level,Manufacturing Director,2,Moderate," ₹ 47,880 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,3,2,0,21-08-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1347,45,No,Travel Rarely,Research & Development,25,Post Graduate,Female,2,Moderate,2,Junior Level,Manufacturing Director,4,Very High," ₹ 59,060 ",No,2,Needs Improvement,2,Regular Training,2,Poor,9,8,3,19-05-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1348,36,No,Travel Frequently,Human Resources,2,Post Graduate,Male,2,Moderate,2,Junior Level,Human Resources,4,Very High," ₹ 38,860 ",No,3,Meets Expectation,2,Regular Training,2,Poor,10,1,0,10-01-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1349,40,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,4,Senior Level,Manager,1,Low," ₹ 1,68,230 ",No,2,Needs Improvement,3,Regular Training,3,Good,19,7,11,19-06-2005,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1350,26,No,Travel Rarely,Research & Development,1,Post Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 29,330 ",Yes,2,Needs Improvement,3,Regular Training,2,Poor,1,0,1,05-05-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1351,27,No,Travel Rarely,Sales,2,Post Graduate,Female,4,Very High,2,Junior Level,Sales Executive,3,High," ₹ 65,000 ",No,5,Pure Talent,5,Advanced Training,2,Poor,8,7,0,13-05-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1352,48,No,Travel Frequently,Research & Development,22,Post Graduate,Female,3,High,4,Senior Level,Manager,4,Very High," ₹ 1,71,740 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,22,17,4,09-02-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1353,44,No,Travel Rarely,Research & Development,1,Post Graduate,Male,4,Very High,2,Junior Level,Healthcare Representative,1,Low," ₹ 50,330 ",No,5,Pure Talent,5,Advanced Training,3,Good,2,0,2,01-08-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1354,34,Yes,Non Travel,Research & Development,16,Post Graduate,Male,1,Low,1,Entry Level,Research Scientist,1,Low," ₹ 23,070 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,5,2,3,22-01-2019,19-05-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-1355,56,Yes,Travel Rarely,Research & Development,24,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 25,870 ",No,3,Meets Expectation,3,Regular Training,3,Good,4,2,1,04-06-2020,20-03-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-1356,36,No,Travel Rarely,Sales,17,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 55,070 ",No,3,Meets Expectation,1,Basic Training,1,Very Poor,4,2,1,02-08-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1357,41,No,Travel Rarely,Sales,8,Phd holder,Female,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 43,930 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,5,4,1,06-12-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1358,42,No,Travel Rarely,Research & Development,6,Post Graduate,Male,3,High,3,Mid Level,Research Director,1,Low," ₹ 1,33,480 ",No,3,Meets Expectation,3,Regular Training,4,Better,13,7,5,15-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1359,31,No,Travel Rarely,Sales,10,Phd holder,Female,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 65,830 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,5,2,1,20-07-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-1360,34,No,Travel Rarely,Sales,3,Phd holder,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 81,030 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,4,2,0,20-01-2020,,,,,,,,,,,,,,,,,,,,,,,,
